ID	NAZWA	NAZWA_DOD	SUBSTANCJE
RPL:34757	Tranexamic acid Accord	Acidum tranexamicum	Acidum tranexamicum
RPL:34762	Aripiprazole +pharma	Aripiprazolum	Aripiprazolum
RPL:34766	Pregabalin Sandoz	Pregabalinum	Pregabalinum
RPL:34767	Optivate	Czynnik VIII krzepnięcia krwi ludzki	Ludzki VIII czynnik krzepnięcia krwi
RPL:34768	Optivate	Czynnik VIII krzepnięcia krwi ludzki	Ludzki VIII czynnik krzepnięcia krwi
RPL:34769	Optivate	Czynnik VIII krzepnięcia krwi ludzki	Ludzki VIII czynnik krzepnięcia krwi
RPL:34770	Agapurin SR 600	Pentoxifyllinum	Pentoxifyllinum
RPL:34771	Tlen medyczny sprężony SIAD	Oxygenium	Oxygenium
RPL:34772	Tlen medyczny skroplony SIAD	Oxygenium	Tlen
RPL:34773	Gerdin 20 mg	Pantoprazolum natricum sesquihydricum	Pantoprazolum natricum sesquihydricum
RPL:34774	Gerdin 40 mg	Pantoprazolum natricum sesquihydricum	Pantoprazolum natricum sesquihydricum
RPL:34775	Gerdin Max	Pantoprazolum	Pantoprazolum
RPL:34776	Nystvagin	Nystatinum	Nystatinum
RPL:34777	Cefepime Dotopharma	Cefepimum	Cefepimi dihydrochloridum
RPL:34778	Cefepime Dotopharma	Cefepimum	Cefepimi dihydrochloridum
RPL:34779	Cefepime Dotopharma	Cefepimum	Cefepimi dihydrochloridum
RPL:34780	Ciclotau	Ciclopirox olaminum	Ciclopirox olaminum
RPL:34781	Maxiseptic	Octenidini dihydrochloridum + Phenoxyethanol	Octenidini dihydrochloridum	Phenoxyethanol
RPL:34782	Maxiseptic	Octenidinum dihydrochloridum + Phenoxyethanolum	Octenidini dihydrochloridum	Phenoxyethanolum
RPL:34783	Pregabalin Sandoz	Pregabalinum	Pregabalinum
RPL:34784	Pimafucort	Hydrocortisonum + Natamycinum + Neomycinum	Hydrocortisonum	Natamycinum	Neomycinum
RPL:34788	Hypnomidate	Etomidatum	Etomidatum
RPL:34789	Oftaquix	Levofloxacinum	Levofloxacinum
RPL:34790	Agapurin SR 400	Pentoxifyllinum	Pentoxifyllinum
RPL:34791	Relanium	Diazepamum	Diazepamum
RPL:34792	Torsemed	Torasemidum	Torasemidum
RPL:34793	Torsemed	Torasemidum	Torasemidum
RPL:34799	Lenzetto	Estradiolum hemihydricum	Estradiolum hemihydricum
RPL:34804	Norfinox	Buprenorphinum	Buprenorphinum
RPL:34805	Norfinox	Buprenorphinum	Buprenorphinum
RPL:34806	Norfinox	Buprenorphinum	Buprenorphinum
RPL:34807	Pascoflair	Passiflorae herba extractum siccum (5-7:1)	Passiflorae herba extractum siccum (5-7:1)
RPL:34808	Preheftari	Aripiprazolum	Aripiprazolum
RPL:34809	Preheftari	Aripiprazolum	Aripiprazolum
RPL:34810	Preheftari	Aripiprazolum	Aripiprazolum
RPL:34811	Preheftari	Aripiprazolum	Aripiprazolum
RPL:34812	Jaskroptic	Latanoprostum	Latanoprostum
RPL:34813	Ivadron	Acidum ibandronicum	Acidum ibandronicum
RPL:34816	Ketospray forte	Ketoprofenum	Ketoprofenum
RPL:34817	Isotrex	Isotretinoinum	Isotretinoinum
RPL:34818	ACC	Acetylcysteinum	Acetylcysteinum
RPL:34819	Dostinex	Cabergolinum	Cabergolinum
RPL:34820	Favynd	Tiotropium	Tiotropii bromidum monohydricum
RPL:34821	Srivasso	Tiotropium	Tiotropii bromidum monohydricum
RPL:34822	Lesiplus	Drospirenonum + Ethinylestradiolum	Drospirenonum	Ethinylestradiolum
RPL:34823	Xaloptic Combi	Latanoprostum + Timololum	Latanoprostum	Timololum
RPL:34824	Diuver	Torasemidum	Torasemidum
RPL:34825	Diuver	Torasemidum	Torasemidum
RPL:34826	Ketoprofen Ziaja	Ketoprofenum	Ketoprofenum
RPL:34827	Lecalpin	Lercanidipini hydrochloridum	Lercanidipini hydrochloridum
RPL:34828	Oxydolor	Oxycodoni hydrochloridum	Oxycodoni hydrochloridum
RPL:34829	Aquaclin	Benzoylis peroxidum	Benzoylis peroxydum
RPL:34830	Lecalpin	Lercanidipini hydrochloridum	Lercanidipini hydrochloridum
RPL:34831	Oxydolor	Oxycodoni hydrochloridum	Oxycodoni hydrochloridum
RPL:34832	Oxydolor	Oxycodoni hydrochloridum	Oxycodoni hydrochloridum
RPL:34833	Fokusin	Tamsulosini hydrochloridum	Tamsulosini hydrochloridum
RPL:34834	Noxizol	Zolpidemi tartras	Zolpidemi tartras
RPL:34837	Stilnox	Zolpidemi tartras	Zolpidemi tartras
RPL:34838	Aescin	Escinum	Escinum
RPL:34839	Symazide MR 30	Gliclazidum	Gliclazidum
RPL:34840	Bisocard	Bisoprololi fumaras	Bisoprololi fumaras
RPL:34841	Depakine Chrono 500	Natrii valproas + Acidum valproicum	Natrii valproas	Acidum valproicum
RPL:34842	Lidocain-Egis	Lidocainum	Lidocainum
RPL:34843	Trimetaratio	Trimetazidini dihydrochloridum	Trimetazidini dihydrochloridum
RPL:34844	Vivace 10 mg	Ramiprilum	Ramiprilum
RPL:34845	Duphaston	Dydrogesteronum	Dydrogesteronum
RPL:34846	Peritol	Cyproheptadini hydrochloridum	Cyproheptadini hydrochloridum
RPL:34847	Telmisartan EGIS	Telmisartanum	Telmisartanum
RPL:34848	Jeanine	Ethinylestradiolum + Dienogestum	Ethinylestradiolum	Dienogestum
RPL:34849	Aknemycin	Erythromycinum	Erythromycinum
RPL:34850	Azalia	Desogestrelum	Desogestrelum
RPL:34851	Hirudoid	Mucopolisaccharidi polisulfas	Mucopolisaccharidum polisulphatum
RPL:34852	Telmisartan EGIS	Telmisartanum	Telmisartanum
RPL:34853	Polvertic	Betahistini dihydrochloridum	Betahistini dihydrochloridum
RPL:34855	Polvertic	Betahistini dihydrochloridum	Betahistini dihydrochloridum
RPL:34856	ProQuad	Szczepionka przeciw odrze, śwince, różyczce i ospie wietrznej żywa
RPL:34858	Hirudoid	Mucopolisaccharidi polisulfas	Mucopolisaccharidum polisulphatum
RPL:34859	ACC optima	Acetylcysteinum	Acetylcysteinum
RPL:34860	Bibloc	Bisoprololi fumaras	Bisoprololi fumaras
RPL:34861	Duspatalin retard	Mebeverini hydrochloridum	Mebeverini hydrochloridum
RPL:34862	Duphaston	Dydrogesteronum	Dydrogesteronum
RPL:34863	Pentohexal 600 retard	Pentoxifyllinum	Pentoxifyllinum
RPL:34869	Levofloxacin Aurovitas	Levofloxacinum	Levofloxacini hemihydras
RPL:34870	Levofloxacin Aurovitas	Levofloxacinum	Levofloxacini hemihydras
RPL:34872	Diuver	Torasemidum	Torasemidum
RPL:34873	Azalia	Desogestrelum	Desogestrelum
RPL:34874	Espumisan 100 mg/ml	Simeticonum	Simeticonum
RPL:34875	Raponer	Ropinirolum	Ropinirolum
RPL:34876	Arthrotec	Diclofenacum natricum + Misoprostolum	Diclofenacum natricum	Misoprostolum
RPL:34877	Elocom	Mometasoni furoas	Mometasoni furoas
RPL:34878	Elocom	Mometasoni furoas	Mometasoni furoas
RPL:34879	Axudan HCT	Valsartanum + Hydrochlorothiazidum	Valsartanum	Hydrochlorothiazidum
RPL:34881	Axudan HCT	Valsartanum + Hydrochlorothiazidum	Valsartanum	Hydrochlorothiazidum
RPL:34882	Axudan	Valsartanum	Valsartanum
RPL:34883	Olanzin	Olanzapinum	Olanzapinum
RPL:34884	Akraz	Drospirenonum + Ethinylestradiolum	Drospirenonum	Ethinylestradiolum
RPL:34885	Salbetan	Betamethasoni dipropionas + Acidum salicylicum	Betamethasoni dipropionas	Acidum salicylicum
RPL:34886	Gliklazid Lupin	Gliclazidum	Gliclazidum
RPL:34887	Podtlenek azotu SIAD	Dinitrogenii oxidum	Dinitrogenii oxidum
RPL:34888	Mydrane	Tropicamidum + Phenylephrini hydrochloridum + Lidocaini hydrochloridum 	Lidocaini hydrochloridum	Phenylephrini hydrochloridum	Tropicamidum
RPL:34890	Telmisartan Fair-Med	Telmisartanum	Telmisartanum
RPL:34891	Telmisartan Fair-Med	Telmisartanum	Telmisartanum
RPL:34892	Telmisartan Fair-Med	Telmisartanum	Telmisartanum
RPL:34893	Nicopatch TTS	Nicotinum	Nicotinum
RPL:34894	Nicopatch TTS	Nicotinum	Nicotinum
RPL:34895	Nicopatch TTS	Nicotinum	Nicotinum
RPL:34896	Tardyferon	Ferrosi sulfas	Ferrosi sulfas
RPL:34897	Frisium 10	Clobazamum	Clobazamum
RPL:34899	Synjardy	Empagliflozinum + Metformini hydrochloridum	Empagliflozinum	Metformini hydrochloridum
RPL:34901	Valorion	Valsartanum	Valsartanum
RPL:34902	Valorion	Valsartanum	Valsartanum
RPL:34903	Valorion	Valsartanum	Valsartanum
RPL:34908	Synjardy	Empagliflozinum + Metformini hydrochloridum	Empagliflozinum	Metformini hydrochloridum
RPL:34910	Azithromycin Vitama	Azithromycinum	Azithromycinum
RPL:34911	Azithromycin Aurovitas	Azithromycinum	Azithromycinum dihydricum
RPL:34912	Azithromycin Aurovitas	Azithromycinum	Azithromycinum dihydricum
RPL:34913	Synjardy	Empagliflozinum + Metformini hydrochloridum	Empagliflozinum	Metformini hydrochloridum
RPL:34915	Parcilect	Rasagilinum	Rasagilinum
RPL:34916	Synjardy	Empagliflozinum + Metformini hydrochloridum	Empagliflozinum	Metformini hydrochloridum
RPL:34917	Osaver	Olmesartanum medoxomilum	Olmesartanum medoxomilum
RPL:34918	Osaver	Olmesartanum medoxomilum	Olmesartanum medoxomilum
RPL:34919	Osaver	Olmesartanum medoxomilum	Olmesartanum medoxomilum
RPL:34920	Osaver HCT	Olmesartanum medoxomilum + Hydrochlorothiazidum	Olmesartanum medoxomilum	Hydrochlorothiazidum
RPL:34921	Lixiana	Edoxabanum	Edoxabanum
RPL:34922	Osaver HCT	Olmesartanum medoxomilum + Hydrochlorothiazidum	Olmesartanum medoxomilum	Hydrochlorothiazidum
RPL:34923	Osaver HCT	Olmesartanum medoxomilum + Hydrochlorothiazidum	Olmesartanum medoxomilum	Hydrochlorothiazidum
RPL:34924	Osaver HCT	Olmesartanum medoxomilum + Hydrochlorothiazidum	Olmesartanum medoxomilum	Hydrochlorothiazidum
RPL:34925	Lixiana	Edoxabanum	Edoxabanum
RPL:34926	Lixiana	Edoxabanum	Edoxabanum
RPL:34928	Pregabalin Mylan	Pregabalinum	Pregabalinum
RPL:34929	Pregabalin Mylan	Pregabalinum	Pregabalinum
RPL:34930	Pregabalin Mylan	Pregabalinum	Pregabalinum
RPL:34931	Pregabalin Mylan	Pregabalinum	Pregabalinum
RPL:34932	Pregabalin Mylan	Pregabalinum	Pregabalinum
RPL:34933	Pregabalin Mylan	Pregabalinum	Pregabalinum
RPL:34934	Pregabalin Mylan	Pregabalinum	Pregabalinum
RPL:34935	Pregabalin Mylan	Pregabalinum	Pregabalinum
RPL:34936	Pregabalin Mylan Pharma	Pregabalinum	Pregabalinum
RPL:34937	Pregabalin Mylan Pharma	Pregabalinum	Pregabalinum
RPL:34938	Pregabalin Mylan Pharma	Pregabalinum	Pregabalinum
RPL:34939	Pregabalin Mylan Pharma	Pregabalinum	Pregabalinum
RPL:34940	Pregabalin Mylan Pharma	Pregabalinum	Pregabalinum
RPL:34941	Pregabalin Mylan Pharma	Pregabalinum	Pregabalinum
RPL:34942	Pregabalin Mylan Pharma	Pregabalinum	Pregabalinum
RPL:34943	Pregabalin Mylan Pharma	Pregabalinum	Pregabalinum
RPL:34944	Vivacor	Carvedilolum	Carvedilolum
RPL:34945	Methotrexate Orion	Methotrexatum	Methotrexatum
RPL:34946	Methotrexate Orion	Methotrexatum	Methotrexatum
RPL:34947	Lidocaine Accord	Lidocaini hydrochloridum	Lidocaini hydrochloridum
RPL:34948	Lidocaine Accord	Lidocaini hydrochloridum	Lidocaini hydrochloridum
RPL:34949	Duloxetine Mylan	Duloxetinum	Duloxetinum
RPL:34950	Kreon Travix	Pancreatinum	Pancreatinum
RPL:34951	Duloxetine Mylan	Duloxetinum	Duloxetinum
RPL:34952	Torsemed	Torasemidum	Torasemidum
RPL:34953	Torsemed	Torasemidum	Torasemidum
RPL:34954	Torsemed	Torasemidum	Torasemidum
RPL:34955	Dalacin T	Clindamycinum	Clindamycinum
RPL:34956	Femoston	Estradiolum, Estradiolum + Dydrogesteronum	Estradiolum	 Estradiolum + Dydrogesteronum
RPL:34967	Levofloxacin Adamed	Levofloxacinum	Levofloxacinum
RPL:34968	Tiapridal	Tiapridum	Tiapridum
RPL:34969	Verrumal	Acidum salicylicum + Fluorouracilum	Acidum salicylicum	Fluorouracilum
RPL:34970	Canespor	Bifonazolum	Bifonazolum
RPL:34971	Cavinton Forte	Vinpocetinum	Vinpocetinum
RPL:34972	Preductal MR	Trimetazidini dihydrochloridum	Trimetazidini dihydrochloridum
RPL:34973	Bisacodyl VP	Bisacodylum	Bisacodylum
RPL:34974	Yasmin	Ethinylestradiolum + Drospirenonum	Ethinylestradiolum	Drospirenonum
RPL:34975	Agen 10	Amlodipinum	Amlodipinum
RPL:34976	Skinoren	Acidum azelaicum	Acidum azelaicum
RPL:34977	Betaserc	Betahistini dihydrochloridum	Betahistini dihydrochloridum
RPL:34978	Niquitin przezroczysty	Nicotinum	Nicotinum
RPL:34979	Daylette	Drospirenonum + Ethinylestradiolum	Drospirenonum	Ethinylestradiolum
RPL:34980	Saridon	Paracetamolum + Propyphenazonum + Coffeinum	Paracetamolum	Propyphenazonum	Coffeinum
RPL:34981	Lecalpin	Lercanidipini hydrochloridum	Lercanidipini hydrochloridum
RPL:34983	Rabipur	Vaccinum rabiei ex cellulis ad usum humanum Szczepionka przeciw wściekliźnie stosowana u ludzi, produkowana w hodowlach komórkowych	Vaccinum rabiei ex cellulis ad usum humanum Szczepionka przeciw wściekliźnie stosowana u ludzi	 produkowana w hodowlach komórkowych
RPL:34984	Duloxetine Zentiva	Duloxetinum	Duloxetinum
RPL:34985	Duloxetine Zentiva	Duloxetinum	Duloxetinum
RPL:34986	Betaserc	Betahistini dihydrochloridum	Betahistini dihydrochloridum
RPL:34987	Preductal MR	Trimetazidini dihydrochloridum	Trimetazidini dihydrochloridum
RPL:34989	Cinie 50	Sumatriptanum	Sumatriptanum
RPL:34990	Laticort 0,1%	Hydrocortisoni butyras	Hydrocortisoni butyras
RPL:34992	Cinie 100	Sumatriptanum	Sumatriptanum
RPL:34993	Panrazol	Pantoprazolum	Pantoprazolum
RPL:34994	Floxal	Ofloxacinum	Ofloxacinum
RPL:34995	Dexak SL	Dexketoprofenum	Dexketoprofenum
RPL:34996	Lirra Gem	Levocetirizini dihydrochloridum	Levocetirizini dihydrochloridum
RPL:34997	Frimig	Sumatriptanum	Sumatriptanum
RPL:34998	Gopten 0,5	Trandolaprilum	Trandolaprilum
RPL:35000	Farydak	Panobinostatum	Panobinostatum
RPL:35001	Berodual N	Fenoteroli hydrobromidum + Ipratropii bromidum	Fenoteroli hydrobromidum	Ipratropii bromidum
RPL:35002	Rozex	Metronidazolum	Metronidazolum
RPL:35003	Daktarin	Miconazoli nitras	Miconazoli nitras
RPL:35004	Buscopan	Hyoscini butylbromidum	Hyoscini butylbromidum
RPL:35007	Duspatalin retard	Mebeverini hydrochloridum	Mebeverini hydrochloridum
RPL:35008	Bibloc	Bisoprololi fumaras	Bisoprololi fumaras
RPL:35009	Farydak	Panobinostatum	Panobinostatum
RPL:35010	Farydak	Panobinostatum	Panobinostatum
RPL:35011	Monural	Fosfomycinum trometamolum	Fosfomycinum
RPL:35012	Trileptal	Oxcarbazepinum	Oxcarbazepinum
RPL:35013	Sildenafil Espefa	Sildenafilum	Sildenafilum
RPL:35014	Viklaren	Diclofenacum natricum	Diclofenacum natricum
RPL:35015	Clarzole	Letrozolum	Letrozolum
RPL:35018	Pregabalin Sandoz	Pregabalinum	Pregabalinum
RPL:35019	Mirtagen	Mirtazapinum	Mirtazapinum
RPL:35020	Bibloc	Bisoprololi fumaras	Bisoprololi fumaras
RPL:35021	Paracetamol Accord	Paracetamolum	Paracetamolum
RPL:35022	Bibloc	Bisoprololi fumaras	Bisoprololi fumaras
RPL:35023	Ismian	Spironolactonum	Spironolactonum
RPL:35024	Ismian	Spironolactonum	Spironolactonum
RPL:35025	Ismian	Spironolactonum	Spironolactonum
RPL:35026	Pregabalin Sandoz 	Pregabalinum	Pregabalinum
RPL:35027	Pregabalin Sandoz	Pregabalinum	Pregabalinum
RPL:35028	Agen 5	Amlodipinum	Amlodipinum
RPL:35029	Pregabalin Sandoz	Pregabalinum	Pregabalinum
RPL:35030	Dynexan	Lidocaini hydrochloridum	Lidocaini hydrochloridum
RPL:35031	Pregabalin Sandoz	Pregabalinum	Pregabalinum
RPL:35032	Pregabalin Sandoz	Pregabalinum	Pregabalinum
RPL:35033	Vestibo	Betahistini dihydrochloridum	Betahistini dihydrochloridum
RPL:35034	Sanval	Zolpidemi tartras	Zolpidemi tartras
RPL:35035	Xanax	Alprazolamum	Alprazolamum
RPL:35036	Zentel	Albendazolum	Albendazolum
RPL:35037	Xanax	Alprazolamum	Alprazolamum
RPL:35038	Xanax	Alprazolamum	Alprazolamum
RPL:35039	Sinupret	Produkt ziołowy
RPL:35040	Prinivil	Lisinoprilum	Lisinoprilum
RPL:35041	Betadine	Povidonum iodinatum	Povidonum iodinatum
RPL:35042	Aspirin C	Acidum acetylsalicylicum + Acidum ascorbicum	Acidum acetylsalicylicum	Acidum ascorbicum
RPL:35043	Simcovas	Simvastatinum	Simvastatinum
RPL:35044	Xaloptic	Latanoprostum	Latanoprostum
RPL:35045	Skinoren	Acidum azelaicum	Acidum azelaicum
RPL:35046	Pimafucort	Hydrocortisonum + Natamycinum + Neomycinum	Hydrocortisonum	Natamycinum	Neomycinum
RPL:35047	Aprizexen	Aripiprazolum	Aripiprazolum
RPL:35048	Lifsar Pulmojet	Salmeterolum + Fluticasoni propionas	Salmeterolu ksynafonian	Fluticasoni propionas
RPL:35049	Fostex	Beclometasoni dipropionas anhydricus + Formoteroli fumaras dihydricus	Beclometasoni dipropionas anhydricus	Formoteroli fumaras dihydricus
RPL:35050	Fostex Nexthaler	Beclometasoni dipropionas anhydricus + Formoteroli fumaras dihydricus	Beclometasoni dipropionas anhydricus	Formoteroli fumaras dihydricus
RPL:35051	Amylan	Amoxicillinum + Acidum clavulanicum	Amoxicillinum	Acidum clavulanicum
RPL:35052	Amylan	Amoxicillinum + Acidum clavulanicum	Amoxicillinum	Acidum clavulanicum
RPL:35053	Bisocard	Bisoprololi fumaras	Bisoprololi fumaras
RPL:35054	Kreon Travix	Pancreatinum	Pancreatinum
RPL:35056	Dulodet	Duloxetini hydrochloridum	Duloxetinum
RPL:35058	Tramofen	Tramadoli hydrochloridum + Paracetamolum	Tramadoli hydrochloridum	Paracetamolum
RPL:35059	Biseptol 480	Sulfamethoxazolum + Trimethoprimum	Sulfamethoxazolum	Sulfamethoxazolum
RPL:35060	Nasivin soft 0,025%	Oxymetazolini hydrochloridum	Oxymetazolini hydrochloridum
RPL:35061	Ranigast Max	Ranitidinum	Ranitidinum
RPL:35062	Tranxene	Dikalii clorazepas	Dikalii clorazepas
RPL:35063	Dicloratio retard 100	Diclofenacum natricum	Diclofenacum natricum
RPL:35064	Voltaren SR 75	Diclofenacum natricum	Diclofenacum natricum
RPL:35065	Canbiox	Azithromycinum	Azithromycinum
RPL:35066	Canespor	Bifonazolum	Bifonazolum
RPL:35067	Voltaren	Diclofenacum natricum	Diclofenacum natricum
RPL:35068	Olanzin	Olanzapinum	Olanzapinum
RPL:35072	Duloxetine Actavis	Duloxetinum	Duloxetini hydrochloridum
RPL:35073	Duloxetine Actavis	Duloxetinum	Duloxetini hydrochloridum
RPL:35074	Omacor	Omega-3 acidorum esteri ethylici 90
RPL:35075	Dulodet	Duloxetini hydrochloridum	Duloxetinum
RPL:35076	Pimafucort	Hydrocortisonum + Natamycinum + Neomycinum	Hydrocortisonum	Natamycinum	Neomycinum
RPL:35077	Deprilept	Escitalopramum	Escitalopramum
RPL:35078	Deprilept	Escitalopramum	Escitalopramum
RPL:35079	Dalacin	Clindamycinum	Clindamycinum
RPL:35080	Macromax	Azithromycinum	Azithromycinum
RPL:35081	Macromax	Azithromycinum	Azithromycinum
RPL:35084	Pentohexal 600 retard	Pentoxifyllinum	Pentoxifyllinum
RPL:35085	Stieprox	Ciclopirox olaminum	Ciclopirox olaminum
RPL:35086	Envil gardło	Cetylpyridinii chloridum + Lidocaini hydrochloridum + Zinci gluconas	Cetylpyridinii chloridum	Lidocaini hydrochloridum	Zinci gluconas
RPL:35087	Noctis	Doxylamini hydrogenosuccinas	Doxylamini hydrogenosuccinas
RPL:35088	Atosiban Accord	Atosibanum	Atosibanum
RPL:35089	Strodros	Duloxetinum	Duloxetini hydrochloridum
RPL:35090	Strodros	Duloxetinum	Duloxetini hydrochloridum
RPL:35091	Aribit ODT	Aripiprazolum	Aripiprazolum
RPL:35092	Aribit ODT	Aripiprazolum	Aripiprazolum
RPL:35093	Aribit ODT	Aripiprazolum	Aripiprazolum
RPL:35094	ACC	Acetylcysteinum	Acetylcysteinum
RPL:35095	Pentohexal 600 retard	Pentoxifyllinum	Pentoxifyllinum
RPL:35096	Noctis	Doxylamini hydrogenosuccinas	Doxylamini hydrogenosuccinas
RPL:35097	Lecalpin	Lercanidipini hydrochloridum	Lercanidipini hydrochloridum
RPL:35098	Dexak	Dexketoprofenum	Dexketoprofenum
RPL:35099	AlfuLEK 10	Alfuzosini hydrochloridum	Alfuzosini hydrochloridum
RPL:35100	Belosalic	Betamethasonum + Acidum salicylicum	Betamethasonum	Acidum salicylicum
RPL:35101	Adenosine Kabi	Adenosinum	Adenosinum
RPL:35102	Triveram	Atorvastatinum + Perindoprilum argininum + Amlodipinum	Atorvastatinum calcicum trihydricum	Perindoprilum argininum	Amlodipini besilas
RPL:35103	Regulon	Ethinylestradiolum + Desogestrelum	Ethinylestradiolum	Desogestrelum
RPL:35104	Triveram	Atorvastatinum + Perindoprilum argininum + Amlodipinum	Atorvastatinum calcicum trihydricum	Amlodipini besilas	Perindoprilum argininum
RPL:35105	Triveram	Atorvastatinum + Perindoprilum argininum + Amlodipinum	Atorvastatinum calcicum trihydricum	Amlodipini besilas	Perindoprilum argininum
RPL:35106	Triveram	Atorvastatinum + Perindoprilum argininum + Amlodipinum	Atorvastatinum calcicum trihydricum	Perindoprilum argininum	Amlodipini besilas
RPL:35107	Triveram	Atorvastatinum + Perindoprilum argininum + Amlodipinum	Atorvastatinum calcicum trihydricum	Perindoprilum argininum	Amlodipini besilas
RPL:35108	Bendamustine Zentiva	Bendamustini hydrochloridum	Bendamustini hydrochloridum
RPL:35109	Fluconazole Genoptim	Fluconazolum	Fluconazolum
RPL:35110	Fluconazole Genoptim	Fluconazolum	Fluconazolum
RPL:35111	Fluconazole Genoptim	Fluconazolum	Fluconazolum
RPL:35112	Fluconazole Genoptim	Fluconazolum	Fluconazolum
RPL:35113	Rabakir	Pregabalinum	Pregabalinum
RPL:35114	Rabakir	Pregabalinum	Pregabalinum
RPL:35115	Rabakir	Pregabalinum	Pregabalinum
RPL:35116	Rabakir	Pregabalinum	Pregabalinum
RPL:35117	Rabakir	Pregabalinum	Pregabalinum
RPL:35118	Rabakir	Pregabalinum	Pregabalinum
RPL:35119	Rabakir	Pregabalinum	Pregabalinum
RPL:35120	Tardyferon-Fol	Ferrosi sulfas + Acidum folicum
RPL:35121	Daylette	Drospirenonum + Ethinylestradiolum	Drospirenonum	Ethinylestradiolum
RPL:35122	Daylette	Drospirenonum + Ethinylestradiolum	Drospirenonum	Ethinylestradiolum
RPL:35123	Citabax 20	Citalopramum	Citalopramum
RPL:35124	Pulmicort	Budesonidum	Budesonidum
RPL:35125	Pulmicort	Budesonidum	Budesonidum
RPL:35126	Procto-Glyvenol	Tribenosidum + Lidocainum	Tribenosidum	Lidocainum
RPL:35127	Dexamytrex	Gentamicini sulfas + Dexamethasoni natrii phosphas	Gentamicini sulfas	Dexamethasoni natrii phosphas
RPL:35128	Effortil	Etilefrini hydrochloridum	Etilefrini hydrochloridum
RPL:35130	Clostilbegyt	Clomifeni citras	Clomifeni citras
RPL:35131	Floxal	Ofloxacinum	Ofloxacinum
RPL:35132	Elocom	Mometasoni furoas	Mometasoni furoas
RPL:35133	Hetlioz	Tasimelteonum	Tasimelteonum
RPL:35134	Pregabalin Sandoz GmbH	Pregabalinum	Pregabalinum
RPL:35135	Pregabalin Sandoz GmbH	Pregabalinum	Pregabalinum
RPL:35136	Pregabalin Sandoz GmbH	Pregabalinum	Pregabalinum
RPL:35137	Yasmin	Ethinylestradiolum + Drospirenonum	Ethinylestradiolum	Drospirenonum
RPL:35144	Pregabalin Sandoz GmbH	Pregabalinum	Pregabalinum
RPL:35148	Clensia	Produkt złożony	Macrogolum 4000	sodu siarczan bezwodny	symetykon	sodu cytrynian	Acidum citricum	Natrii chloridum	potasu chlorek
RPL:35149	Gopten 2,0	Trandolaprilum	Trandolaprilum
RPL:35150	Indix Combi	Perindoprili tosilas + Indapamidum	Perindoprili tosilas	Indapamidum
RPL:35152	Pregabalin Sandoz GmbH	Pregabalinum	Pregabalinum
RPL:35153	Bendamustine Glenmark	Bendamustini hydrochloridum	Bendamustini hydrochloridum
RPL:35155	Pregabalin Sandoz GmbH	Pregabalinum	Pregabalinum
RPL:35156	Pregabalin Sandoz GmbH	Pregabalinum	Pregabalinum
RPL:35157	Pregabalin Sandoz GmbH	Pregabalinum	Pregabalinum
RPL:35158	Fortrans	Produkt złożony	Produkt złożony
RPL:35159	Lumark	Lutetii chloridum 	Lutetii (177Lu) Chloridum
RPL:35160	Bortezomib Accord	Bortezomibum	Bortezomibum
RPL:35161	Keytruda	Pembrolizumabum	Pembrolizumabum
RPL:35163	Tadalafil Apotex	Tadalafilum	Tadalafilum
RPL:35164	Tadalafil Apotex	Tadalafilum	Tadalafilum
RPL:35165	Tadalafil Apotex	Tadalafilum	Tadalafilum
RPL:35167	Cavinton Forte	Vinpocetinum	Vinpocetinum
RPL:35168	Voriconazole Fresenius Kabi	Voriconazolum	Voriconazolum
RPL:35170	Doxazosin Aurovitas	Doxazosini mesilas	Doxazosini mesilas
RPL:35174	Octenisept	Octenidini dihydrochloridum + Phenoxyethanolum	Octenidini dihydrochloridum	Phenoxyethanolum
RPL:35175	Gopten 0,5	Trandolaprilum	Trandolaprilum
RPL:35176	Vytaros	Alprostadilum	Alprostadilum
RPL:35177	Vytaros	Alprostadilum	Alprostadilum
RPL:35183	Nasonex	Mometasoni furoas
RPL:35184	Mucosolvan Max	Ambroxoli hydrochloridum	Ambroxoli hydrochloridum
RPL:35185	Omidria	Phenylephrini hydrochloridum + Trometamolum	Phenylephrini hydrochloridum	Trometamolum
RPL:35187	Bortezomib Teva	Bortezomibum	Bortezomibum
RPL:35188	Bortezomib Teva	Bortezomibum	Bortezomibum
RPL:35189	Risperidone Aurovitas	Risperidonum	Risperidonum
RPL:35192	Lirra Gem	Levocetirizini dihydrochloridum	Levocetirizini dihydrochloridum
RPL:35193	Elmex	Olaflurum + Dectaflurum + Natrii fluoridum
RPL:35194	Bisocard	Bisoprololi fumaras	Bisoprololi fumaras
RPL:35195	Gopten 4,0	Trandolaprilum	Trandolaprilum
RPL:35196	Rowatinex	Produkt złożony
RPL:35197	Pranosin	Inosinum pranobexum	Inosinum pranobexum
RPL:35198	Elocom	Mometasoni furoas	Mometasoni furoas
RPL:35199	Elocom	Mometasoni furoas	Mometasoni furoas
RPL:35200	Concor Cor 1,25	Bisoprololi fumaras	Bisoprololi fumaras
RPL:35201	Predasol	Prednisoloni hemisuccinas 	Prednisoloni hemisuccinas
RPL:35202	Predasol	Prednisoloni hemisuccinas 	Prednisoloni hemisuccinas
RPL:35203	Concor Cor 2,5	Bisoprololi fumaras	Bisoprololi fumaras
